"subjectivity","sentiment"
0.5,-0.2
0.45,-0.05
0.371768707482993,0.174149659863946
0.425108225108225,0.167532467532468
0.545,0.106166666666667
1,-1
0.634090909090909,0.347727272727273
0,0
0.517375283446712,0.163506235827664
0.489710884353742,0.193259637188209
0.475992063492063,0.13531746031746
0.550833333333333,0.206607142857143
1,-0.375
0.424166666666667,0.251875
0.533990147783251,0.225369458128079
0.523924731182796,0.18384024577573
0.440707671957672,0.0698280423280423
0.423759157509157,0.175022893772894
0.634708994708995,0.350899470899471
0.518711361737677,0.0521532999164578
0.387666666666667,0.1
0.553240740740741,0.0111111111111111
0.75,0.8
0.437142857142857,0.382142857142857
0.49125,0.29
0.417708333333333,-0.369791666666667
0.8,0.75
0.582222222222222,0.320555555555556
0.533888888888889,0.0494444444444444
0.272222222222222,-0.366666666666667
0.533333333333333,0.1825
0.614141414141414,-0.0550505050505051
0.453571428571428,0.175892857142857
0.511655844155844,-0.0413961038961039
0.685714285714286,0.457142857142857
0.455505952380952,0.213392857142857
0.687103174603175,0.332857142857143
0.569444444444444,0.275
0.585,0.345
0.4875,0.3
0.72,0.28
0.507037037037037,0.258703703703704
0.678571428571429,0.281666666666667
0.530909090909091,0.364545454545455
0.615767195767196,0.276269841269841
0.55,0.0555555555555556
0.578866666666667,0.1479
0.202314814814815,-0.0828703703703704
0.35,0.2
0.59,-0.02
0.436309523809524,0.215595238095238
0.435909090909091,-0.177727272727273
0.691428571428572,0.537142857142857
0.473737373737374,0.198232323232323
0.555620223398001,0.251917989417989
0.366666666666667,-0.075
0.644444444444444,0.0994444444444444
0,0
0.465340909090909,0.0789772727272727
0.2,0.05
0.6,0.01875
0.594444444444445,0.266468253968254
0.545365418894831,0.296011586452763
0.533333333333333,0.0666666666666667
0.580952380952381,0.29047619047619
0.2,0.2
0.566145833333333,0.133072916666667
0.6,-0.4
0.661666666666667,0.251666666666667
0.45593253968254,0.225515873015873
0.6,0.7
0.566666666666667,-0.0833333333333333
0.75,0.8
0.478565578565578,0.0174403299403299
0.456944444444444,0.0597222222222222
0.491727135298564,0.296832955404384
0.7,0.6
1,1
0.875,0.35
0.475,-0.275
0.375,0.4
0,0
0.6265,0.2085
0.527371933621934,0.121275252525253
0.464444444444444,0.0539583333333333
0.526984126984127,0.0953396825396825
0.591078658183921,0.175357142857143
0.472746331236897,0.151546121593291
0.582894736842105,0.261842105263158
0.524444444444444,0.258888888888889
0.5,0.183333333333333
0.487504591368228,0.187587235996327
0.439230769230769,0.191474358974359
0.519642857142857,0.115595238095238
0.5,0.15
0,0.3
0.6096783625731,0.00321637426900586
0.306746031746032,0.0222222222222222
0.65,0.6
0.521862859362859,-0.022066822066822
0.583333333333333,0.333333333333333
0.538476225671348,0.217030056664203
0.458333333333333,0.11875
0.746794871794872,0.102884615384615
0.590555555555556,0.184861111111111
0.497287784679089,0.180952380952381
0.661111111111111,0.427777777777778
0.582738095238095,0.122321428571429
0.486811391223156,0.140254435107376
0.68125,0.358333333333333
0.6375,0.266666666666667
0.503426303854875,0.158591128117914
0.205128205128205,0.166666666666667
0,0
0.481418610629137,0.117598162071846
0.449333333333333,0.283166666666667
0.833333333333333,0.75
0.416666666666667,0.125
0.280555555555556,-0.0158420138888889
0.376041666666667,0.157291666666667
0.35,0.24
0.420833333333333,0.316666666666667
0.514421559343434,0.0286707758387446
0.535597826086956,0.138152173913043
0.466923843700159,0.0708951355661882
0.505777777777778,0.139474206349206
0.5,0.5
0.536258996070317,0.133656624647191
0.541666666666667,0.525
0.5125,0.225
0.478181818181818,0.42
0.438188848188848,0.164166666666667
0.429104718810601,0.189915966386555
0.506862745098039,0.129411764705882
0.489285714285714,0.232142857142857
0.443560606060606,-0.0231060606060606
0.577285137085137,0.169758874458874
0.636666666666667,0.294166666666667
0.633928571428571,0.321428571428571
0.276388888888889,-0.0756313131313131
0.513829365079365,0.222777777777778
0.454166666666667,0.05
0.2,-0.2
0.547916666666667,0.233333333333333
0.5,-0.5
0.42,0.315
0.9,0.25
0.598119413919414,0.193706349206349
0.481959676126343,0.0989379910213243
0.63015873015873,0.0757142857142857
0.834074074074074,0.397777777777778
0.566111111111111,-0.112881944444444
1,0
0.44150641025641,0.189903846153846
0.3,0.166666666666667
0.562878787878788,0.176893939393939
0.566296296296296,0.227037037037037
0.667708333333333,0.353645833333333
0.513071895424837,0.0754084967320261
0.358333333333333,0.0291666666666667
0.658333333333333,0.316666666666667
0.632242063492063,0.503769841269841
0.666666666666667,-0.133333333333333
0.616491228070175,-0.0339035087719298
0.5,0.333333333333333
0.521450216450216,0.414632034632035
0.890277777777778,0.419791666666667
0.444532504532504,0.139465164465164
0.612916666666667,0.13
0.697916666666667,0.454166666666667
0.675,0.28125
0.467708333333333,-0.0942057291666667
0.399388227513228,0.18057208994709
0.578327546296296,0.220008680555556
0.40647095959596,0.0175662878787879
0.681006493506493,0.431818181818182
0.574379310344827,0.32332183908046
0.686904761904762,0.20952380952381
0.500375939849624,0.405012531328321
0.5,0.1
0.6125,-0.05546875
0.58501924001924,0.277931697931698
0.484780361757106,0.240791343669251
0.477203373015873,0.142715525793651
0.767857142857143,-0.107142857142857
0.313342609771181,0.0139772727272727
0.866666666666667,0.333333333333333
0.540142857142857,0.179835497835498
0.596212121212121,0.323863636363636
0.6,0.2
0.841666666666667,0.0166666666666667
0.578214285714286,0.1525
0.59,0.51
0.611666666666667,0.240833333333333
0.441953601953602,0.104761904761905
0.460206349206349,0.0581269841269841
0.489097222222222,0.103680555555556
0.546666666666667,0.18
0.616865079365079,0.295684523809524
1,1
0.3375,0.0833333333333333
0.7,0.6
0.727777777777778,0.577777777777778
0.605555555555556,0.266666666666667
0.393877551020408,0.190909090909091
0.510654761904762,0.155703656462585
0.581666666666667,0.22625
0.514373897707231,0.258333333333333
0.450625,0.250625
0.410283687943262,0.118439716312057
0.523425499231951,0.219431643625192
0.51984654984655,0.200839768339768
0,0
0.467335004177109,0.147305764411028
0.62,0.36
0,0
0.6,0.25
0.3,-0.15
0.654,0.462666666666667
0.7,0.4
0.15,0.075
0.275,0.208333333333333
0.433333333333333,0.316666666666667
0.472555555555556,0.185666666666667
0.680291005291005,0.0887896825396825
0.533846153846154,0.166794871794872
0.477551020408163,0.106122448979592
0.530952380952381,0.319047619047619
0.638888888888889,0.505555555555556
0.407286324786325,-0.0251388888888889
0.466333333333333,0.29
0.509453781512605,0.19156162464986
0.679166666666667,0.633333333333333
0.524242424242424,0.0742424242424242
1,0.78
1,0.78
0.8,-0.175
0.422222222222222,1.2335811384724e-17
0,0
0.25,0.085
0.392748917748918,0.0939393939393939
0.55,0.766666666666667
0.466666666666667,-0.1
0.4,0.0727272727272727
0.516666666666667,0.458333333333333
0.569387755102041,0.0387755102040816
0.475,-0.0125
0.388257575757576,0.0857007575757576
0.576574569221628,0.279344919786096
0.512665343915344,0.0748759920634921
0.427083333333333,0.175694444444444
0.573174603174603,0.272460317460317
0.583333333333333,0.6
0.45625,0.24375
0.791666666666667,0.280555555555556
0.399667308000641,0.132283148949816
0.680555555555555,-0.297222222222222
0.560714285714286,0.157142857142857
0.401089743589744,0.209775641025641
0.4,0.26875
0.547708333333333,-0.0644965277777778
0.568927368927369,0.0770909090909091
0.4,-0.4
0.833333333333333,0.433333333333333
0.4375,-0.0989583333333334
0.550721500721501,0.238311688311688
0.486034226190476,0.276056547619048
0.49804625199362,0.197308612440191
0.371279761904762,0.16186755952381
0.535384615384615,0.18
0.654166666666667,0.205729166666667
0.75050505050505,-0.0055892255892256
0.609523809523809,0.238095238095238
0.686666666666667,0.0566666666666667
0.505,-0.39
0.652777777777778,0.319444444444444
0.533850931677019,0.177484472049689
0.41572335600907,0.108368480725624
0.65,0.14
0.628571428571428,0.278571428571429
0.656930788509736,0.426278195488722
0.426333333333333,-0.0746666666666667
0.125,0.3
0.526666666666667,0.281111111111111
0.553095238095238,0.0735714285714286
0.582513227513228,0.345659722222222
0.535581196581197,0.316
0.446314102564103,0.18125
0.35,0.63828125
0.594387755102041,0.281887755102041
0.429365079365079,-0.245238095238095
0.562354497354497,0.172169312169312
0.552083333333333,0.43125
0.8,0.85
0.538194444444445,0.241493055555556
0.623838918283363,0.173118753674309
0,0
0.709803921568627,0.325490196078431
0.435479797979798,0.0956439393939394
0.6,-0.2
0.558333333333333,-0.075
0.366666666666667,0.0240740740740741
0.564524324881468,0.168544372294372
0.7,0.4
0.625,0.0416666666666667
0.675,0.75
0.551428571428571,0.1625
0.518703703703704,0.330555555555556
0.366666666666667,-0.133333333333333
0.486343366778149,0.183612040133779
0.540909090909091,0.323647186147186
0.658843537414966,-0.0169642857142857
0.175,0.01
0.252116402116402,-0.0196428571428571
0.1,0.166666666666667
0.446680216802168,0.0567073170731707
0.494749373433584,-0.0542042606516291
0.726190476190476,0.469047619047619
0.6625,0.0625
0.453333333333333,0.02
0.582887700534759,0.0638368983957219
0.78,-0.25
0.670634920634921,0.567063492063492
0.382959183673469,0.186109693877551
0.385714285714286,0.0342857142857143
